_id,processo_numero,processo_ocorrencia
45706,8024978020,Não há Ocorrência para essa Solicitação
45707,8024977616,Imoveis com Danos/Risco
45708,8024976621,Não há Ocorrência para essa Solicitação
45709,8024976618,Não há Ocorrência para essa Solicitação
45710,8024974915,Deslizamentos de Barreiras
45711,8024972416,Deslizamentos de Barreiras
45712,8024972416,Não há Ocorrência para essa Solicitação
45713,8024971620,Não há Ocorrência para essa Solicitação
45714,8024969316,Imoveis com Danos/Risco
45715,8024969120,Não há Ocorrência para essa Solicitação
45716,8024967920,Não há Ocorrência para essa Solicitação
45717,8024965620,Não há Ocorrência para essa Solicitação
45718,8024965617,Não há Ocorrência para essa Solicitação
45719,8024965421,Deslizamentos de Barreiras
45720,8024964622,Não há Ocorrência para essa Solicitação
45721,8024963320,Não há Ocorrência para essa Solicitação
45722,8024960420,Não há Ocorrência para essa Solicitação
45723,8024960417,Não há Ocorrência para essa Solicitação
45724,8024957320,Não há Ocorrência para essa Solicitação
45725,8024957022,Não há Ocorrência para essa Solicitação
45726,8024955415,Imoveis com Danos/Risco
45727,8024955020,Arvores em Risco
45728,8024952120,Não há Ocorrência para essa Solicitação
45729,8024951321,Não há Ocorrência para essa Solicitação
45730,8024950920,Não há Ocorrência para essa Solicitação
45731,8024948420,Não há Ocorrência para essa Solicitação
45732,8024948022,Não há Ocorrência para essa Solicitação
45733,8024947016,Deslizamentos de Barreiras
45734,8024942418,Arvores em Risco
45735,8024941116,Não há Ocorrência para essa Solicitação
45736,8024941020,Não há Ocorrência para essa Solicitação
45737,8024940022,Não há Ocorrência para essa Solicitação
45738,8024939318,Não há Ocorrência para essa Solicitação
45739,8024937021,Não há Ocorrência para essa Solicitação
45740,8024937018,Não há Ocorrência para essa Solicitação
45741,8024936617,Não há Ocorrência para essa Solicitação
45742,8024934118,Não há Ocorrência para essa Solicitação
45743,8024928320,Não há Ocorrência para essa Solicitação
45744,8024926020,Não há Ocorrência para essa Solicitação
45745,8024924820,Não há Ocorrência para essa Solicitação
45746,8024924618,Deslizamentos de Barreiras
45747,8024923316,Não há Ocorrência para essa Solicitação
45748,8024921721,Não há Ocorrência para essa Solicitação
45749,8024921522,Não há Ocorrência para essa Solicitação
45750,8024919616,Não há Ocorrência para essa Solicitação
45751,8024919420,Não há Ocorrência para essa Solicitação
45752,8024917316,Não há Ocorrência para essa Solicitação
45753,8024917120,Imoveis com Danos/Risco
45754,8024914416,Não há Ocorrência para essa Solicitação
45755,8024912315,Deslizamentos de Barreiras
45756,8024912315,Alagamentos
45757,8024912116,Tombamento de Arvores
45758,8024912020,Não há Ocorrência para essa Solicitação
45759,8024910720,Imoveis com Danos/Risco
45760,8024910015,Não há Ocorrência para essa Solicitação
45761,8024909522,Não há Ocorrência para essa Solicitação
45762,8024908615,Imoveis com Danos/Risco
45763,8024908220,Arvores em Risco
45764,8024906821,Não há Ocorrência para essa Solicitação
45765,8024906017,Não há Ocorrência para essa Solicitação
45766,8024902616,Não há Ocorrência para essa Solicitação
45767,8024901422,Não há Ocorrência para essa Solicitação
45768,8024901115,Arvores em Risco
45769,8024900120,Imoveis com Danos/Risco
45770,8024899022,Não há Ocorrência para essa Solicitação
45771,8024898720,Não há Ocorrência para essa Solicitação
45772,8024896221,Não há Ocorrência para essa Solicitação
45773,8024895820,Não há Ocorrência para essa Solicitação
45774,8024894021,Não há Ocorrência para essa Solicitação
45775,8024892917,Não há Ocorrência para essa Solicitação
45776,8024892718,Não há Ocorrência para essa Solicitação
45777,8024891615,Imoveis com Danos/Risco
45778,8024890418,Imoveis com Danos/Risco
45779,8024889817,Não há Ocorrência para essa Solicitação
45780,8024888822,Não há Ocorrência para essa Solicitação
45781,8024888515,Não há Ocorrência para essa Solicitação
45782,8024885217,Não há Ocorrência para essa Solicitação
45783,8024884620,Arvores em Risco
45784,8024884421,Não há Ocorrência para essa Solicitação
45785,8024880020,Imoveis com Danos/Risco
45786,8024873616,Imoveis com Danos/Risco
45787,8024870517,Não há Ocorrência para essa Solicitação
45788,8024869916,Tombamento de Arvores
45789,8024868020,Não há Ocorrência para essa Solicitação
45790,8024868017,Não há Ocorrência para essa Solicitação
45791,8024863721,Não há Ocorrência para essa Solicitação
45792,8024862416,Deslizamentos de Barreiras
45793,8024862416,Não há Ocorrência para essa Solicitação
45794,8024858122,Não há Ocorrência para essa Solicitação
45795,8024854821,Não há Ocorrência para essa Solicitação
45796,8024854619,Não há Ocorrência para essa Solicitação
45797,8024854020,Não há Ocorrência para essa Solicitação
45798,8024854017,Não há Ocorrência para essa Solicitação
45799,8024851020,Não há Ocorrência para essa Solicitação
45800,8024849816,Não há Ocorrência para essa Solicitação
45801,8024847516,Deslizamentos de Barreiras
45802,8024847121,Não há Ocorrência para essa Solicitação
45803,8024847022,Arvores em Risco
45804,8024847022,Não há Ocorrência para essa Solicitação
45805,8024845921,Não há Ocorrência para essa Solicitação
45806,8024845216,Tombamento de Arvores
45807,8024843820,Não há Ocorrência para essa Solicitação
45808,8024843016,Deslizamentos de Barreiras
45809,8024841716,Imoveis com Danos/Risco
45810,8024840920,Arvores em Risco
45811,8024839216,Não há Ocorrência para essa Solicitação
45812,8024838022,Não há Ocorrência para essa Solicitação
45813,8024837016,Imoveis com Danos/Risco
45814,8024833919,Não há Ocorrência para essa Solicitação
45815,8024829915,Não há Ocorrência para essa Solicitação
45816,8024829915,Deslizamentos de Barreiras
45817,8024824022,Imoveis com Danos/Risco
45818,8024821022,Não há Ocorrência para essa Solicitação
45819,8024820820,Não há Ocorrência para essa Solicitação
45820,8024816722,Não há Ocorrência para essa Solicitação
45821,8024815420,Não há Ocorrência para essa Solicitação
45822,8024813018,Não há Ocorrência para essa Solicitação
45823,8024812520,Não há Ocorrência para essa Solicitação
45824,8024808618,Não há Ocorrência para essa Solicitação
45825,8024807822,Não há Ocorrência para essa Solicitação
45826,8024807120,Não há Ocorrência para essa Solicitação
45827,8024804922,Deslizamentos de Barreiras
45828,8024803620,Não há Ocorrência para essa Solicitação
45829,8024802116,Muro com Danos
45830,8024799920,Imoveis com Danos/Risco
45831,8024797222,Não há Ocorrência para essa Solicitação
45832,8024796020,Não há Ocorrência para essa Solicitação
45833,8024793722,Arvores em Risco
45834,8024793020,Não há Ocorrência para essa Solicitação
45835,8024791016,Muro com Danos
45836,8024789320,Não há Ocorrência para essa Solicitação
45837,8024788916,Deslizamentos de Barreiras
45838,8024788916,Imoveis com Danos/Risco
45839,8024788717,Muro com Danos
45840,8024788322,Não há Ocorrência para essa Solicitação
45841,8024785820,Não há Ocorrência para essa Solicitação
45842,8024785422,Não há Ocorrência para essa Solicitação
45843,8024783520,Não há Ocorrência para essa Solicitação
45844,8024783318,Não há Ocorrência para essa Solicitação
45845,8024783122,Arvores em Risco
45846,8024779820,Não há Ocorrência para essa Solicitação
45847,8024779422,Não há Ocorrência para essa Solicitação
45848,8024776920,Não há Ocorrência para essa Solicitação
45849,8024776522,Não há Ocorrência para essa Solicitação
45850,8024774620,Não há Ocorrência para essa Solicitação
45851,8024773315,Deslizamentos de Barreiras
45852,8024773315,Não há Ocorrência para essa Solicitação
45853,8024773116,Não há Ocorrência para essa Solicitação
45854,8024771720,Não há Ocorrência para essa Solicitação
45855,8024770415,Não há Ocorrência para essa Solicitação
45856,8024768816,Não há Ocorrência para essa Solicitação
45857,8024763616,Deslizamentos de Barreiras
45858,8024762820,Não há Ocorrência para essa Solicitação
45859,8024761515,Imoveis com Danos/Risco
45860,8024759720,Não há Ocorrência para essa Solicitação
45861,8024757420,Não há Ocorrência para essa Solicitação
45862,8024755316,Arvores em Risco
45863,8024753920,Não há Ocorrência para essa Solicitação
45864,8024753215,Não há Ocorrência para essa Solicitação
45865,8024751418,Muro com Danos
45866,8024749120,Não há Ocorrência para essa Solicitação
45867,8024746217,Imoveis com Danos/Risco
45868,8024744020,Não há Ocorrência para essa Solicitação
45869,8024742720,Não há Ocorrência para essa Solicitação
45870,8024741415,Não há Ocorrência para essa Solicitação
45871,8024739015,Não há Ocorrência para essa Solicitação
45872,8024738020,Arvores em Risco
45873,8024735918,Não há Ocorrência para essa Solicitação
45874,8024734420,Não há Ocorrência para essa Solicitação
45875,8024731520,Não há Ocorrência para essa Solicitação
45876,8024729722,Arvores em Risco
45877,8024728420,Não há Ocorrência para essa Solicitação
45878,8024725520,Não há Ocorrência para essa Solicitação
45879,8024725318,Não há Ocorrência para essa Solicitação
45880,8024722620,Não há Ocorrência para essa Solicitação
45881,8024721622,Não há Ocorrência para essa Solicitação
45882,8024720516,Não há Ocorrência para essa Solicitação
45883,8024719915,Arvores em Risco
45884,8024717416,Não há Ocorrência para essa Solicitação
45885,8024717220,Não há Ocorrência para essa Solicitação
45886,8024716015,Imoveis com Danos/Risco
45887,8024714516,Transbordamentos de Canais
45888,8024714320,Não há Ocorrência para essa Solicitação
45889,8024714022,Não há Ocorrência para essa Solicitação
45890,8024712020,Não há Ocorrência para essa Solicitação
45891,8024710820,Deslizamentos de Barreiras
45892,8024708320,Não há Ocorrência para essa Solicitação
45893,8024705420,Não há Ocorrência para essa Solicitação
45894,8024702520,Não há Ocorrência para essa Solicitação
45895,8024700217,Não há Ocorrência para essa Solicitação
45896,8024698820,Não há Ocorrência para essa Solicitação
45897,8024698621,Invasao de Terreno de Auxilio Moradia
45898,8024698016,Não há Ocorrência para essa Solicitação
45899,8024696520,Não há Ocorrência para essa Solicitação
45900,8024695016,Não há Ocorrência para essa Solicitação
45901,8024694220,Não há Ocorrência para essa Solicitação
45902,8024694021,Não há Ocorrência para essa Solicitação
45903,8024693222,Não há Ocorrência para essa Solicitação
45904,8024691320,Não há Ocorrência para essa Solicitação
45905,8024690322,Não há Ocorrência para essa Solicitação
45906,8024689920,Imoveis com Danos/Risco
45907,8024688615,Não há Ocorrência para essa Solicitação
45908,8024687620,Não há Ocorrência para essa Solicitação
45909,8024686315,Não há Ocorrência para essa Solicitação
45910,8024682815,Imoveis com Danos/Risco
45911,8024681820,Não há Ocorrência para essa Solicitação
45912,8024679320,Não há Ocorrência para essa Solicitação
45913,8024676616,Não há Ocorrência para essa Solicitação
45914,8024676420,Não há Ocorrência para essa Solicitação
45915,8024674819,Arvores em Risco
45916,8024674120,Não há Ocorrência para essa Solicitação
45917,8024672920,Não há Ocorrência para essa Solicitação
45918,8024672718,Deslizamentos de Barreiras
45919,8024669422,Imoveis com Danos/Risco
45920,8024664620,Não há Ocorrência para essa Solicitação
45921,8024662320,Não há Ocorrência para essa Solicitação
45922,8024660020,Não há Ocorrência para essa Solicitação
45923,8024659615,Alagamentos
45924,8024658222,Não há Ocorrência para essa Solicitação
45925,8024657020,Não há Ocorrência para essa Solicitação
45926,8024656516,Não há Ocorrência para essa Solicitação
45927,8024654020,Não há Ocorrência para essa Solicitação
45928,8024652422,Não há Ocorrência para essa Solicitação
45929,8024652016,Não há Ocorrência para essa Solicitação
45930,8024651120,Não há Ocorrência para essa Solicitação
45931,8024649322,Não há Ocorrência para essa Solicitação
45932,8024647221,Não há Ocorrência para essa Solicitação
45933,8024647218,Muro com Danos
45934,8024645822,Não há Ocorrência para essa Solicitação
45935,8024640622,Não há Ocorrência para essa Solicitação
45936,8024639515,Deslizamentos de Barreiras
45937,8024639316,Imoveis com Danos/Risco
45938,8024638321,Não há Ocorrência para essa Solicitação
45939,8024636416,Imoveis com Danos/Risco
45940,8024636416,Muro com Danos
45941,8024635620,Arvores em Risco
45942,8024634622,Não há Ocorrência para essa Solicitação
45943,8024633516,Desabamento Parcial Imoveis
45944,8024632521,Muro com Danos
45945,8024631216,Muro com Danos
45946,8024631020,Não há Ocorrência para essa Solicitação
45947,8024629421,Não há Ocorrência para essa Solicitação
45948,8024629418,Imoveis com Danos/Risco
45949,8024626916,Deslizamentos de Barreiras
45950,8024626720,Tombamento de Arvores
45951,8024624616,Muro com Danos
45952,8024622822,Não há Ocorrência para essa Solicitação
45953,8024622316,Deslizamentos de Barreiras
